nt	UM	MU
5068	6.27E-104	7.81E-56
5069	1.90E-110	2.47E-67
5070	1.90E-128	5.16E-93
5071	7.26E-134	4.09E-118
5072	7.37E-120	8.25E-76
5073	2.77E-139	1.09E-116
5074	2.86E-58	3.61E-27
5075	7.09E-42	6.47E-27
5076	4.40E-67	8.55E-72
5077	4.99E-123	1.06E-109
5078	3.37E-36	4.81E-81
5079	4.09E-64	2.55E-30
5080	1.01E-66	4.61E-63
5081	3.48E-98	1.02E-93
5082	1.09E-98	5.17E-33
5083	1.94E-79	1.18E-66
5084	4.10E-65	1.22E-72
5085	1.79E-63	2.46E-32
5086	7.37E-102	6.00E-28
5087	7.26E-134	3.20E-91
5088	1.59E-24	0.000234573
5089	2.93E-05	8.89E-07
5090	1.27E-08	0.988616167
5091	4.95E-09	1.21E-07
5092	1.97E-09	1.76E-06
5093	1.70E-15	0.999997912
5094	5.91E-91	2.62E-19
5095	7.49E-106	3.25E-49
5096	1.69E-55	4.91E-28
5097	4.65E-23	2.69E-21
5098	1.21E-20	4.93E-16
5099	1.40E-06	0.050493083
5100	6.07E-23	1.14E-33
5101	1.19E-35	0.999028959
5102	3.47E-69	4.85E-26
5103	1.38E-37	2.02E-18
5104	1.10E-68	1.43E-37
5105	1.72E-93	9.73E-62
5106	6.44E-88	8.96E-54
5107	5.56E-56	3.42E-64
5108	7.46E-120	4.51E-106
5109	5.33E-07	3.31E-38
5110	3.18E-63	1.24E-28
5111	4.13E-74	7.39E-20
5112	1.97E-66	2.45E-21
5113	3.83E-12	5.00E-24
5114	0.99983858	9.43E-11
5115	0.00361388	2.15E-07
5116	3.06E-46	2.47E-42
5117	3.11E-95	1.05E-82
5118	0.024732447	0.005863261
5119	3.51E-10	0.007536086
5120	2.08E-67	3.83E-50
5121	1.97E-66	1.55E-50
5122	2.77E-71	7.37E-52
5123	7.26E-134	1.61E-113
5124	1.96E-14	4.87E-38
5125	0.112493183	1.21E-05
5126	7.07E-20	7.59E-38
5127	0.092065711	2.85E-17
5128	8.34E-05	8.14E-15
5129	6.06E-14	5.15E-63
5130	0.810149486	0.000128108
5131	0.999813015	4.55E-26
5132	0.999998138	5.48E-13
5133	0.822743705	2.40E-42
5134	2.97E-15	1.65E-37
5135	0.000203889	8.59E-48
5136	1.25E-37	8.13E-90
5137	0.854981629	2.87E-22
5138	0.039356725	1.00E-07
5139	1.09E-53	1.23E-33
5140	5.49E-38	6.99E-45
5141	9.12E-08	2.16E-42
5142	0.976053606	3.71E-20
5143	1.79E-39	3.47E-91
5144	8.28E-10	7.36E-68
5145	2.49E-25	2.66E-76
5146	0.999998726	6.18E-14
5147	2.16E-05	2.90E-07
5148	5.45E-11	1.76E-22
5149	1.17E-12	1.06E-23
5150	7.96E-07	1.88E-41
5151	4.68E-06	3.58E-31
5152	0.976269173	9.99E-05
5153	6.87E-24	1.43E-59
5154	7.12E-05	2.80E-09
5155	0.999992734	1.11E-11
5156	0.999849694	1.26E-26
5157	0.050436567	1.36E-35
5158	0.869946182	6.73E-31
5159	0.998872875	1.44E-13
5160	0.002764011	5.28E-17
5161	2.49E-07	7.45E-18
5162	1.65E-09	1.72E-23
5163	0.96738136	1.05E-11
5164	0.000107849	1.61E-06
5165	5.39E-11	1.41E-24
5166	1.46E-15	1.11E-17
5167	1.35E-53	9.77E-29
5168	3.23E-22	1.33E-25
5169	3.28E-40	4.54E-30
5170	9.01E-43	7.92E-51
5171	1.03E-06	3.58E-33
5172	5.01E-24	9.41E-33
5173	2.46E-29	7.42E-27
5174	4.16E-104	4.58E-110
5175	7.26E-116	3.10E-113
5176	1.72E-42	1.45E-42
5177	0.950382044	5.48E-12
5178	0.685793235	2.06E-09
5179	1.12E-25	3.28E-52
5180	1.33E-25	2.46E-47
5181	5.59E-26	5.62E-50
5182	6.57E-42	8.69E-46
5183	5.91E-24	2.58E-21
5184	1.01E-29	9.78E-29
5185	5.07E-28	5.38E-35
5186	3.53E-34	4.26E-46
5187	1.30E-42	2.68E-37
5188	6.24E-32	6.09E-31
5189	5.39E-06	1.25E-07
5190	7.25E-09	4.92E-17
5191	4.59E-19	8.48E-22
5192	4.01E-30	1.35E-24
5193	1.20E-44	4.24E-36
5194	1.12E-52	3.22E-56
5195	5.78E-22	2.16E-34
5196	2.68E-09	7.80E-17
5197	8.24E-12	9.42E-22
5198	1.49E-14	8.98E-28
5199	2.80E-26	8.35E-44
5200	4.42E-35	2.72E-50
5201	6.73E-41	1.03E-22
5202	3.01E-13	9.02E-21
5203	1.99E-08	2.02E-18
5204	0.000256814	2.92E-10
5205	4.48E-15	1.71E-31
5206	2.80E-16	1.95E-16
5207	1.15E-25	3.15E-15
5208	1.96E-34	2.81E-21
5209	5.43E-23	3.84E-13
5210	1.16E-18	2.06E-19
5211	1.15E-13	9.56E-11
5212	1.10E-25	1.71E-14
5213	8.29E-16	1.37E-20
5214	1.93E-22	2.93E-25
5215	1.83E-37	3.73E-18
5216	1.13E-40	1.83E-35
5217	1.56E-24	1.72E-15
5218	3.38E-26	2.60E-13
5219	1.36E-25	1.14E-21
5220	9.69E-36	8.23E-33
5221	1.21E-20	3.78E-18
5222	3.12E-21	8.95E-20
5223	1.54E-24	1.27E-10
5224	9.87E-27	2.72E-25
5225	1.46E-40	1.35E-19
5226	2.55E-26	3.58E-22
5227	1.60E-20	3.91E-21
5228	7.15E-13	6.41E-25
5229	3.68E-16	3.12E-13
5230	1.17E-28	1.84E-14
5231	3.66E-24	7.56E-13
5232	1.98E-26	1.45E-13
5233	1.58E-26	9.86E-17
5234	7.74E-46	5.07E-12
5235	2.33E-32	1.46E-15
5236	7.82E-27	2.07E-08
5237	1.83E-20	7.46E-11
5238	4.39E-62	7.41E-19
5239	3.87E-44	5.29E-38
5240	8.42E-50	4.62E-30
5241	4.99E-19	5.41E-11
5242	1.34E-26	5.06E-14
5243	6.22E-26	7.81E-08
5244	2.44E-29	8.25E-21
5245	6.11E-26	4.47E-18
5246	2.58E-61	2.04E-12
5247	1.11E-49	2.53E-32
5248	6.40E-60	1.39E-23
5249	1.79E-45	7.64E-16
5250	1.95E-47	5.14E-30
5251	1.03E-41	2.86E-15
5252	1.77E-30	3.07E-06
5253	3.43E-25	6.58E-12
5254	3.98E-41	1.67E-14
5255	4.99E-31	0.000196809
5256	3.02E-30	0.006095805
5257	3.51E-38	1.48E-15
5258	4.48E-34	1.22E-11
5259	2.16E-40	4.25E-17
5260	1.18E-40	1.37E-18
5261	4.27E-16	0.006253007
5262	8.40E-10	0.225298253
5263	6.13E-40	1.73E-12
5264	2.79E-34	1.14E-15
5265	1.10E-23	2.04E-14
5266	3.85E-35	1.55E-14
5267	1.53E-36	1.91E-15
5268	2.98E-20	1.09E-12
5269	2.13E-37	2.50E-18
5270	9.20E-43	1.55E-05
5271	2.96E-20	0.003398884
5272	1.66E-12	1.22E-12
5273	7.58E-63	1.98E-15
5274	2.53E-42	2.92E-11
5275	3.58E-23	2.45E-07
5276	1.09E-23	3.63E-14
5277	2.46E-46	2.35E-11
5278	5.70E-53	1.14E-39
5279	4.25E-85	1.44E-47
5280	1.35E-43	7.98E-15
5281	1.58E-22	6.24E-25
5282	4.88E-32	7.74E-15
5283	1.81E-52	1.23E-24
5284	1.54E-30	2.65E-11
5285	2.42E-42	2.86E-16
5286	5.30E-54	5.80E-26
5287	1.72E-34	2.38E-22
5288	5.15E-31	4.35E-21
5289	1.03E-37	2.44E-23
5290	3.20E-50	6.53E-36
5291	8.98E-27	1.72E-05
5292	3.13E-05	0.944868784
5293	1.08E-34	1.07E-25
5294	8.75E-60	6.32E-20
5295	1.81E-50	7.19E-28
5296	7.82E-46	3.67E-32
5297	1.56E-22	6.37E-18
5298	4.82E-38	1.05E-06
5299	7.47E-45	1.24E-38
5300	1.30E-27	1.26E-07
5301	7.40E-08	0.001558933
5302	1.11E-37	7.54E-25
5303	7.86E-48	1.65E-38
5304	1.76E-50	5.99E-38
5305	1.88E-64	3.37E-61
5306	9.42E-65	2.03E-31
5307	3.98E-23	7.06E-11
5308	7.62E-39	5.18E-32
5309	6.07E-36	2.77E-31
5310	6.70E-29	2.59E-13
5311	5.22E-15	0.995963002
5312	7.16E-38	2.31E-25
5313	5.15E-59	7.51E-32
5314	1.61E-78	3.79E-36
5315	7.61E-74	2.77E-40
5316	3.52E-72	4.34E-33
5317	1.36E-33	1.24E-20
5318	4.01E-19	1.11E-08
5319	1.76E-06	0.000617884
5320	3.52E-25	8.82E-15
5321	1.34E-05	0.857754526
5322	1.54E-39	0.000247915
5323	3.96E-48	1.33E-37
5324	1.15E-61	1.38E-34
5325	1.07E-38	6.11E-31
5326	1.86E-59	1.69E-38
5327	3.35E-41	6.87E-43
5328	1.26E-15	7.27E-05
5329	0.000270802	0.001919707
5330	1.48E-28	3.58E-20
5331	2.58E-58	1.47E-50
5332	9.88E-54	7.06E-49
5333	1.14E-21	7.96E-35
5334	2.53E-43	7.91E-43
5335	1.08E-30	6.25E-52
5336	2.77E-103	3.15E-99
5337	9.61E-34	1.07E-29
5338	2.81E-125	5.07E-109
5339	2.58E-10	3.89E-12
5340	6.95E-13	8.70E-19
5341	5.88E-42	8.52E-61
5342	8.78E-06	2.79E-13
5343	5.16E-05	6.06E-13
5344	0.009178274	0.77589343
5345	3.51E-51	6.46E-33
5346	2.59E-38	8.52E-58
5347	4.83E-47	1.06E-48
5348	3.73E-43	1.50E-48
5349	2.44E-77	2.08E-100
5350	0.018787072	4.21E-06
5351	1.24E-05	0.017520808
5352	7.98E-134	8.64E-125
5353	1.93E-114	1.07E-112
5354	6.41E-20	8.38E-24
5355	8.85E-29	5.13E-16
5356	1.74E-23	6.54E-56
5357	9.83E-15	1.43E-25
5358	1.75E-34	1.62E-27
5359	1.60E-45	1.63E-64
5360	2.01E-05	4.02E-09
5361	9.54E-06	5.99E-14
5362	1.61E-11	4.78E-34
5363	2.34E-18	8.39E-35
5364	7.93E-28	9.94E-32
5365	9.41E-37	1.93E-14
5366	6.12E-15	8.03E-17
5367	1.99E-22	1.94E-54
5368	4.18E-17	5.21E-33
5369	2.08E-77	1.97E-92
5370	0.720943571	1.27E-06
5371	0.011122771	1.50E-08
5372	4.20E-10	6.24E-12
5373	5.64E-43	3.53E-42
5374	2.18E-27	3.96E-35
5375	7.90E-10	8.80E-23
5376	3.59E-24	1.29E-35
5377	4.17E-26	1.69E-24
5378	3.96E-43	2.40E-47
5379	2.33E-41	4.29E-58
5380	1.65E-38	3.33E-44
5381	8.97E-25	9.25E-41
5382	5.31E-33	1.24E-40
5383	7.46E-23	3.63E-50
5384	2.14E-39	6.17E-44
5385	1.51E-58	1.37E-70
5386	1.76E-47	6.40E-60
5387	4.80E-42	8.99E-71
5388	1.29E-30	8.52E-58
5389	7.61E-51	5.58E-61
5390	7.32E-48	1.50E-51
5391	1.67E-57	9.57E-75
5392	4.95E-22	4.80E-42
5393	3.95E-16	4.01E-38
5394	0.017265835	0.001249801
5395	1.21E-26	3.75E-21
5396	1.52E-10	0.999628266
5397	2.80E-139	1.33E-126
5398	6.80E-18	1.98E-15
5399	2.67E-08	0.001382729
5400	2.65E-07	0.995652997
5401	2.04E-57	7.68E-24
5402	4.09E-118	1.18E-100
5403	3.43E-112	7.49E-52
5404	5.07E-109	3.01E-58
5405	3.36E-73	7.58E-21
5406	8.14E-73	4.06E-18
5407	3.12E-40	9.84E-13
5408	3.40E-38	3.40E-21
5409	2.09E-07	0.000244763
5410	8.22E-10	1.50E-08
5411	1.80E-05	0.076851314
5412	1.06E-111	8.14E-93
5413	2.36E-109	7.36E-52
5414	1.64E-86	9.27E-80
5415	0.000240563	1.13E-07
5416	0.999950769	3.99E-26
5417	8.18E-08	7.07E-10
5418	9.94E-10	7.35E-10
5419	7.15E-09	8.33E-09
5420	3.91E-07	1.10E-07
5421	1.88E-06	0.001678781
5422	8.91E-33	5.39E-39
5423	3.71E-11	0.997079503
5424	2.61E-11	0.999624169
5425	9.12E-06	0.761280083
5426	1.17E-08	4.00E-07
5427	8.07E-10	9.21E-10
5428	0.001441964	1.65E-05
5429	6.94E-08	7.20E-08
5430	1.99E-29	2.82E-18
5431	5.29E-33	2.02E-40
5432	1.49E-77	4.16E-87
5433	1.74E-59	2.53E-54
5434	8.38E-80	3.54E-43
5435	8.59E-71	1.06E-30
5436	1.41E-45	3.00E-37
5437	8.09E-15	0.994812098
5438	2.43E-09	1.20E-06
5439	3.82E-06	0.901378012
5440	3.91E-14	0.620184511
5441	9.27E-30	4.36E-07
5442	1.25E-40	3.07E-11
5443	3.17E-07	0.998222529
5444	1.58E-27	0.976764137
5445	7.77E-54	2.56E-33
5446	1.96E-82	2.23E-37
5447	5.58E-97	3.67E-36
5448	3.81E-29	2.40E-20
5449	1.26E-05	8.96E-05
5450	2.02E-42	9.86E-15
5451	2.86E-11	0.999975831
5452	7.51E-84	2.75E-20
5453	2.80E-46	4.57E-31
5454	6.27E-56	1.30E-23
5455	7.46E-08	5.49E-08
5456	3.25E-06	5.66E-09
5457	0.268002913	5.63E-09
5458	0.009617091	1.01E-08
5459	4.65E-09	1.85E-09
5460	0.00012505	6.50E-07
5461	9.88E-41	9.09E-83
5462	0.999855092	1.43E-29
5463	1.06E-110	8.56E-134
5464	0.999998048	4.27E-13
5465	1.01E-07	8.31E-10
5466	5.51E-06	2.07E-06
5467	0.835427165	3.85E-09
5468	0.000841134	1.52E-08
5469	0.998629548	6.32E-17
5470	0.999970056	2.13E-10
5471	6.54E-24	1.04E-37
5472	4.16E-30	1.32E-60
5473	6.72E-06	8.25E-08
5474	0.559610287	1.17E-06
5475	1.94E-38	5.22E-37
5476	2.77E-139	2.77E-139
5477	2.23E-60	3.57E-46
5478	2.17E-91	8.14E-111
5479	1.10E-05	2.47E-07
5480	1.73E-09	9.15E-10
5481	1.74E-07	1.23E-09
5482	0.996065725	9.28E-39
5483	4.98E-07	4.96E-08
5484	0.001791797	0.907912979
5485	4.45E-32	4.53E-25
5486	3.43E-76	6.18E-96
5487	1.15E-29	9.35E-18
5488	1.85E-12	0.356386802
5489	8.70E-25	4.88E-11
5490	1.08E-07	0.001421789
5491	0.99992525	3.79E-17
5492	1.33E-06	1.71E-09
5493	7.04E-10	6.72E-10
5494	8.66E-08	5.02E-09
5495	9.08E-10	6.19E-08
5496	5.90E-08	2.61E-07
5497	3.58E-31	8.59E-16
5498	5.06E-18	0.002063283
5499	1.31E-09	0.981035479
5500	5.23E-49	4.16E-25
5501	2.58E-44	1.96E-26
5502	1.19E-08	5.17E-06
5503	0.000228832	0.378395404
5504	4.99E-22	7.94E-17
5505	0.00054018	0.000253722
5506	2.27E-14	0.002190557
5507	4.36E-62	3.17E-23
5508	1.49E-29	9.70E-10
5509	4.61E-82	1.76E-61
5510	4.40E-06	8.93E-06
5511	2.19E-45	2.36E-12
5512	1.38E-05	0.991447089
5513	2.15E-54	1.59E-13
5514	7.26E-116	4.21E-71
5515	7.37E-120	1.15E-46
5516	2.77E-139	5.07E-109
5517	1.22E-72	4.23E-30
5518	1.49E-36	1.20E-50
5519	0.000364673	1.53E-36
5520	3.22E-06	7.75E-08
5521	8.48E-10	6.92E-10
5522	7.23E-10	7.78E-10
5523	1.28E-05	6.95E-05
5524	0.00913417	7.65E-05
5525	8.89E-09	2.55E-07
5526	3.01E-06	0.993544885
5527	5.37E-23	2.03E-15
5528	4.92E-45	2.22E-19
5529	7.40E-68	3.78E-45
5530	4.25E-08	0.9990622
5531	6.19E-97	3.22E-54
5532	1.33E-103	1.96E-65
5533	2.44E-11	0.996415685
5534	2.86E-93	2.08E-26
5535	2.17E-98	7.04E-45
5536	2.15E-31	1.69E-16
5537	2.41E-40	0.999828052
5538	1.34E-59	1.34E-26
5539	7.49E-106	1.07E-112
5540	1.06E-126	1.19E-89
5541	2.77E-139	7.31E-134
5542	3.57E-25	1.50E-07
5543	3.68E-61	2.07E-18
5544	1.22E-90	6.14E-83
5545	2.25E-18	4.63E-15
5546	6.26E-07	1.25E-06
5547	2.02E-07	2.35E-07
5548	3.42E-18	2.17E-13
5549	6.92E-08	4.18E-07
5550	5.79E-07	0.017280248
5551	4.71E-12	0.114428642
5552	1.20E-18	0.970705083
5553	8.17E-96	1.37E-95
5554	1.56E-41	0.999822619
5555	1.31E-117	6.78E-64
5556	4.43E-28	2.14E-15
5557	5.94E-31	1.62E-33
5558	1.23E-50	1.49E-22
5559	2.86E-139	2.03E-130
5560	6.19E-08	4.35E-05
5561	0.000866973	2.01E-07
5562	2.92E-07	1.00E-09
5563	0.000221273	2.22E-09
5564	2.53E-07	2.85E-06
5565	2.85E-14	0.018348882
5566	2.56E-26	5.03E-06
5567	2.66E-25	8.72E-36
5568	0.665996064	4.06E-08
5569	1.19E-21	6.30E-57
5570	0.999455156	1.77E-09
5571	0.932145981	1.61E-17
5572	3.48E-24	1.10E-16
5573	1.45E-18	5.67E-14
5574	0.000285566	8.58E-06
5575	1.73E-05	0.002718461
5576	2.64E-07	1.39E-08
5577	3.08E-45	2.49E-18
5578	3.21E-91	1.01E-50
5579	1.00E-50	4.52E-08
5580	1.81E-54	6.41E-31
5581	1.16E-64	1.81E-41
5582	4.04E-113	1.20E-107
5583	8.25E-11	0.999978346
5584	1.26E-09	8.49E-08
5585	4.92E-07	1.48E-06
5586	2.74E-07	3.45E-07
5587	6.60E-49	3.52E-38
5588	1.09E-98	6.15E-66
5589	5.36E-72	2.86E-49
5590	1.07E-112	1.93E-114
5591	4.03E-114	1.31E-117
5592	5.59E-36	3.95E-29
5593	4.68E-102	9.64E-84
5594	8.29E-100	4.10E-101
5595	2.25E-65	6.77E-89
5596	2.31E-12	4.84E-16
5597	4.29E-94	4.25E-85
5598	7.72E-33	1.61E-66
5599	0.000375539	0.000138546
5600	4.21E-06	1.28E-20
5601	3.00E-28	7.93E-70
5602	0.998618891	5.36E-09
5603	1.50E-07	1.34E-09
5604	5.54E-06	0.001415806
5605	7.00E-07	1.09E-08
5606	2.58E-09	7.91E-10
5607	6.72E-10	6.72E-10
5608	1.23E-09	8.02E-10
5609	8.17E-08	1.42E-07
5610	2.85E-23	0.06351572
5611	4.99E-123	7.10E-124
5612	2.28E-13	3.52E-21
5613	0.000679713	0.000708173
5614	1.04E-07	1.09E-07
5615	1.81E-66	1.96E-56
5616	4.63E-24	7.99E-33
5617	5.52E-114	5.60E-118
5618	7.46E-07	5.44E-07
5619	9.61E-08	5.19E-08
5620	8.90E-05	1.62E-08
5621	0.002492973	4.77E-08
5622	1.74E-07	1.33E-09
5623	7.69E-06	6.34E-09
5624	1.57E-09	2.48E-06
5625	3.81E-09	3.48E-07
5626	7.83E-09	3.65E-06
5627	1.43E-15	0.928089628
5628	5.34E-21	0.99998938
5629	8.48E-30	1.22E-26
5630	8.98E-24	1.81E-19
5631	8.24E-07	1.14E-05
5632	9.57E-06	0.461426587
5633	3.71E-13	0.165985792
5634	8.09E-07	3.37E-06
5635	6.95E-10	7.76E-10
5636	7.09E-10	6.84E-10
5637	6.72E-10	6.72E-10
5638	1.59E-08	1.65E-09
5639	1.06E-06	3.75E-07
5640	6.70E-16	3.99E-48
5641	9.80E-08	5.49E-07
5642	3.00E-08	8.03E-06
5643	1.31E-09	1.85E-08
5644	1.32E-09	9.66E-09
5645	1.99E-08	6.18E-07
5646	2.72E-06	2.18E-05
5647	0.000181068	4.96E-09
5648	5.54E-09	8.34E-10
5649	1.93E-09	9.65E-10
5650	6.76E-10	6.72E-10
5651	1.80E-06	2.21E-09
5652	8.87E-10	7.49E-10
5653	7.63E-10	8.20E-10
5654	3.82E-09	1.43E-09
5655	6.23E-08	9.64E-08
5656	3.16E-102	3.71E-48
5657	2.77E-121	4.65E-60
5658	7.26E-134	5.97E-94
5659	1.53E-94	1.34E-67
5660	6.58E-48	4.07E-45
5661	0.000970049	0.505484319
5662	2.58E-06	2.22E-07
5663	0.999906851	9.53E-11
5664	3.81E-05	8.66E-07
5665	9.04E-58	2.99E-48
5666	2.20E-69	8.52E-58
5667	7.26E-134	1.96E-100
5668	2.63E-52	6.49E-37
5669	0.00030031	8.61E-15
5670	4.90E-20	0.010518889
5671	1.07E-130	7.30E-125
5672	2.77E-139	1.77E-101
5673	2.10E-137	5.01E-132
5674	0.033318629	2.22E-07
5675	1.35E-06	1.27E-07
5676	8.60E-28	3.71E-46
5677	1.42E-25	9.31E-20
5678	2.80E-48	3.22E-24
5679	1.22E-14	0.030182957
5680	2.90E-74	1.87E-108
5681	7.26E-134	2.77E-121
5682	2.77E-139	2.77E-139
5683	4.86E-46	1.06E-36
5684	0.023439578	2.91E-09
5685	0.00067969	0.00133605
5686	4.53E-46	7.78E-45
5687	0.014508336	0.000621414
5688	3.29E-20	6.51E-39
5689	0.000333927	1.78E-06
5690	7.78E-16	0.589523954
5691	1.66E-59	1.86E-30
5692	4.16E-51	2.33E-21
5693	4.99E-123	1.90E-128
5694	1.90E-110	1.31E-99
5695	2.77E-139	2.77E-139
5696	7.26E-116	2.86E-111
5697	3.12E-107	1.29E-109
5698	4.67E-05	0.013681727
5699	9.62E-10	6.81E-26
5700	1.27E-06	0.79520914
5701	2.10E-22	6.09E-05
5702	4.26E-35	5.33E-20
5703	1.30E-14	8.13E-14
5704	6.39E-16	9.88E-10
5705	3.64E-37	1.96E-27
5706	3.26E-12	0.989962614
5707	4.14E-11	0.946065076
5708	5.77E-12	1.80E-20
5709	0.789593231	1.13E-06
5710	1.06E-51	1.18E-70
5711	1.09E-74	3.91E-96
5712	0.214924279	0.009352574
5713	3.77E-27	2.58E-19
5714	1.58E-28	5.23E-25
5715	1.10E-25	1.29E-08
5716	2.17E-18	2.85E-14
5717	2.01E-34	5.48E-10
5718	6.10E-16	4.66E-15
5719	7.21E-08	0.999431037
5720	3.67E-125	8.45E-46
5721	1.90E-128	1.90E-110
5722	2.77E-139	2.10E-137
5723	2.13E-39	0.999997702
5724	7.48E-10	9.18E-07
5725	5.28E-07	0.009894069
5726	3.37E-82	1.19E-16
5727	3.71E-38	1.33E-05
5728	3.82E-74	1.31E-58
5729	2.86E-111	1.35E-43
5730	5.68E-93	3.96E-40
5731	2.92E-41	1.65E-14
5732	1.99E-50	1.23E-25
5733	5.15E-48	5.60E-37
5734	1.41E-18	1.76E-48
5735	3.90E-45	3.48E-23
5736	3.48E-98	2.63E-63
5737	9.27E-87	1.88E-45
5738	8.17E-114	5.05E-98
5739	2.81E-107	2.46E-31
5740	1.90E-128	2.42E-60
5741	2.77E-139	4.16E-122
5742	1.18E-118	6.56E-81
5743	2.77E-139	1.07E-130
5744	7.26E-134	4.99E-123
5745	6.06E-98	3.88E-60
5746	2.77E-139	2.21E-80
5747	2.77E-139	1.07E-130
5748	2.77E-139	2.77E-139
5749	2.77E-139	2.77E-139
5750	2.77E-139	2.77E-139
5751	1.54E-120	7.37E-102
5752	1.11E-82	3.50E-59
5753	4.99E-06	0.000130107
5754	2.00E-137	4.42E-106
5755	2.77E-139	7.26E-134
5756	2.77E-139	2.77E-139
5757	2.77E-139	1.06E-90
5758	2.77E-139	7.26E-116
5759	2.77E-139	2.77E-139
5760	7.26E-134	1.09E-116
5761	1.18E-118	1.01E-88
5762	2.43E-71	1.58E-08
5763	2.77E-139	2.78E-139
5764	1.12E-51	5.96E-30
5765	3.30E-30	7.28E-18
5766	9.64E-06	0.000323413
5767	2.91E-120	2.08E-101
5768	5.34E-59	1.33E-40
5769	5.02E-105	5.19E-70
5770	3.58E-10	0.817336057
5771	2.19E-06	0.147011529
5772	2.49E-09	2.40E-06
5773	0.000441384	0.003880168
5774	1.33E-09	3.40E-08
5775	9.46E-08	5.77E-07
5776	1.98E-42	4.49E-30
5777	1.32E-74	5.36E-22
5778	3.98E-24	3.94E-19
5779	7.50E-35	6.37E-18
5780	4.42E-66	3.22E-09
5781	1.20E-86	1.17E-26
5782	4.75E-88	2.91E-22
5783	1.02E-66	1.23E-20
5784	5.82E-58	3.93E-32
5785	1.14E-67	1.10E-28
5786	5.20E-100	3.35E-52
5787	1.18E-118	4.83E-59
5788	2.77E-139	3.02E-130
5789	2.38E-22	0.013662643
5790	1.93E-114	6.23E-89
5791	1.75E-23	6.40E-05
5792	4.17E-08	0.447317327
5793	2.05E-59	4.89E-17
5794	1.33E-103	1.14E-63
5795	4.16E-122	2.81E-79
5796	4.51E-124	3.48E-98
5797	2.77E-139	7.26E-134
5798	1.48E-12	9.43E-12
5799	3.00E-32	1.83E-38
5800	1.88E-37	1.10E-49
5801	1.75E-80	1.14E-74
5802	3.36E-73	4.62E-60
5803	3.31E-89	1.01E-101
5804	1.63E-05	1.71E-07
5805	2.63E-07	3.26E-08
5806	0.167698472	3.08E-20
5807	3.04E-57	7.53E-51
5808	1.02E-05	7.06E-06
5809	7.47E-93	2.55E-81
5810	0.989585617	3.74E-07
5811	4.63E-17	1.56E-31
5812	5.39E-08	6.46E-08
5813	1.71E-09	1.58E-09
5814	0.001689706	0.000538648
5815	5.35E-32	0.000123706
5816	1.34E-25	0.998844752
5817	1.97E-65	1.44E-20
5818	5.92E-81	6.97E-46
5819	2.10E-137	5.12E-118
5820	0.000404212	1.47E-07
5821	0.999999988	5.76E-26
5822	9.70E-06	5.82E-06
5823	3.25E-07	0.399455849
5824	1.52E-28	4.55E-19
5825	1.71E-45	5.04E-24
5826	4.68E-27	4.94E-37
5827	7.06E-44	2.25E-05
5828	4.45E-33	3.42E-07
5829	4.39E-12	4.41E-07
5830	0.094140318	1.51E-07
5831	1.16E-08	7.76E-10
5832	6.17E-05	1.93E-06
5833	5.25E-20	0.999803648
5834	0.040982871	0.011604962
5835	6.24E-06	0.069819481
5836	2.82E-05	0.000109296
5837	9.52E-14	1.21E-17
5838	3.50E-22	3.10E-11
5839	1.98E-16	4.61E-07
5840	2.42E-20	1.15E-23
5841	2.69E-05	0.102128437
5842	3.78E-23	0.540888074
5843	5.10E-49	5.47E-58
5844	2.69E-05	0.989376416
5845	5.55E-139	1.09E-136
5846	1.87E-19	0.138950563
5847	1.77E-39	0.000317047
5848	3.89E-17	0.000248899
5849	5.07E-109	4.77E-71
5850	9.71E-45	1.12E-20
5851	4.81E-23	2.14E-34
5852	3.90E-13	0.99851346
5853	4.35E-06	3.18E-18
5854	4.38E-08	2.02E-08
5855	3.59E-15	0.999904892
5856	3.65E-07	0.515743439
5857	6.91E-07	0.846311559
5858	8.75E-19	0.002407404
5859	0.000188469	4.97E-08
5860	3.04E-06	2.45E-08
5861	7.21E-19	1.19E-18
5862	1.05E-05	2.70E-05
5863	0.000418136	0.02044261
5864	1.17E-06	0.003678065
5865	2.39E-06	7.65E-06
5866	0.140586861	2.19E-07
5867	9.74E-05	6.78E-05
5868	1.39E-08	3.74E-07
5869	2.42E-06	0.937020236
5870	2.40E-22	7.01E-15
5871	8.23E-16	8.76E-22
5872	5.42E-20	2.67E-12
5873	1.15E-09	0.014217822
5874	9.18E-11	1.04E-13
5875	2.67E-20	5.25E-17
5876	1.78E-11	3.53E-13
5877	1.56E-42	2.34E-28
5878	1.09E-116	7.37E-102
5879	2.75E-57	7.41E-47
5880	1.58E-66	1.52E-39
5881	1.16E-70	2.98E-47
5882	1.22E-51	9.64E-48
5883	5.88E-43	2.61E-63
5884	3.12E-27	6.97E-52
5885	4.77E-19	1.03E-38
5886	0.000945053	1.47E-05
5887	0.038856589	3.36E-09
5888	0.000154925	0.000112986
5889	0.004505329	8.28E-08
5890	0.290992077	6.13E-20
5891	6.08E-16	7.04E-39
5892	0.960520753	4.88E-06
5893	0.984280903	1.98E-05
5894	0.000355553	6.43E-05
5895	2.02E-11	3.09E-27
5896	4.53E-22	2.23E-24
5897	3.31E-63	5.93E-64
5898	8.55E-54	2.65E-32
5899	4.62E-30	3.36E-36
5900	2.71E-32	1.98E-21
5901	7.28E-38	1.40E-17
